tenure_months,monthly_charges,total_purchases,avg_order_value,num_support_tickets,days_since_last_purchase,is_premium_member,num_returns,app_sessions_per_week,email_open_rate,discount_usage_rate,churn
8.5,32.36,2,33.01,1,11.8,0,0,1.97,0.651,0.24,0
26.5,93.67,8,36.74,1,24.1,0,0,1.23,0.224,0.188,1
21.2,69.94,10,53.34,1,5.6,1,0,6.45,0.181,0.394,0
1.0,69.85,0,30.64,1,24.0,1,3,1.77,0.317,0.264,0
47.5,26.39,15,37.29,0,4.2,0,0,5.02,0.167,0.173,0
15.0,8.45,6,28.66,1,13.7,0,1,1.24,0.315,0.3,0
15.2,38.9,11,70.03,1,2.4,1,2,1.59,0.228,0.063,0
8.0,50.28,2,31.6,1,14.6,0,2,6.54,0.172,0.151,1
9.6,42.08,5,29.13,1,34.4,1,1,3.75,0.207,0.292,0
14.9,35.46,7,33.37,1,13.2,0,0,7.75,0.659,0.269,0
20.3,13.66,13,34.35,2,7.9,1,0,7.28,0.641,0.264,0
17.0,32.9,10,8.32,1,3.0,0,1,4.5,0.333,0.399,1
8.6,40.62,4,24.01,2,8.9,1,0,1.53,0.216,0.139,0
6.0,36.08,2,18.41,2,38.9,0,0,1.23,0.367,0.405,1
5.6,35.98,1,26.97,1,9.9,1,0,4.63,0.19,0.51,0
27.9,30.63,22,62.37,2,4.1,0,1,1.31,0.702,0.293,1
25.6,74.79,17,5.4,0,43.9,0,1,2.93,0.312,0.097,1
19.0,57.75,9,18.18,1,52.6,0,2,0.54,0.276,0.551,0
27.8,62.21,12,45.89,1,61.6,1,2,6.96,0.51,0.056,0
12.1,49.91,2,25.4,2,14.6,0,0,6.01,0.435,0.057,0
24.1,20.97,15,52.54,0,16.5,1,0,2.31,0.575,0.253,0
19.7,58.29,5,55.22,3,7.2,1,0,5.43,0.445,0.482,0
24.6,69.27,10,10.27,0,8.2,1,0,0.58,0.64,0.034,0
5.1,71.89,3,18.1,1,14.5,1,0,2.99,0.349,0.068,0
16.2,56.23,10,65.88,1,3.5,1,1,6.23,0.168,0.415,0
10.0,45.02,5,44.83,1,65.6,0,1,5.13,0.726,0.256,0
1.0,44.97,1,16.86,1,23.1,1,0,7.42,0.279,0.71,0
31.0,54.34,16,24.4,0,1.0,1,0,2.25,0.274,0.256,0
25.7,15.46,13,48.62,0,6.0,0,0,7.72,0.183,0.252,0
17.3,56.49,8,36.64,0,7.1,0,2,2.82,0.385,0.118,0
6.4,36.26,3,41.48,1,0.2,1,0,2.05,0.524,0.371,0
2.1,84.77,0,28.91,3,83.1,0,1,2.22,0.192,0.273,1
1.0,39.59,0,31.13,0,6.6,0,0,1.39,0.386,0.453,0
8.4,48.5,4,54.36,2,1.1,0,0,1.53,0.41,0.267,0
21.9,47.6,18,49.99,0,41.8,0,1,3.32,0.436,0.13,0
10.1,32.54,2,15.45,0,2.3,0,0,1.76,0.615,0.532,0
19.2,53.23,9,31.02,1,12.2,1,0,5.93,0.402,0.195,0
19.9,51.16,12,51.61,0,9.1,1,1,3.21,0.324,0.102,0
21.7,63.41,9,5.0,1,1.6,0,1,0.84,0.658,0.543,0
1.7,57.97,0,5.0,4,0.7,0,1,3.32,0.75,0.113,0
6.9,48.37,2,63.46,0,6.3,1,0,3.86,0.461,0.195,0
18.9,30.26,6,37.87,0,8.9,0,2,2.07,0.69,0.278,0
35.5,30.79,17,35.7,1,27.5,0,1,5.39,0.249,0.493,1
29.1,74.83,18,49.03,3,25.8,1,0,0.32,0.409,0.257,0
16.6,46.57,3,8.2,0,12.5,0,0,4.09,0.431,0.256,0
31.2,82.38,11,40.63,3,4.7,1,0,5.5,0.393,0.658,0
16.5,30.27,9,53.43,2,36.9,0,0,6.84,0.82,0.277,0
2.9,84.49,2,31.58,1,21.0,1,0,1.31,0.583,0.234,0
21.4,28.02,10,62.5,3,8.6,0,0,2.15,0.228,0.107,0
29.8,37.11,14,64.24,1,40.9,1,0,6.48,0.257,0.313,0
43.0,52.96,21,58.13,1,34.1,0,0,5.5,0.449,0.175,0
8.2,62.96,4,43.24,0,0.0,1,2,3.84,0.581,0.241,0
4.6,57.21,1,36.34,1,40.6,0,0,3.0,0.626,0.226,1
24.2,10.56,14,30.94,2,15.1,1,1,3.0,0.512,0.382,0
18.1,34.7,12,36.98,0,51.6,1,2,2.95,0.404,0.446,0
17.0,24.38,6,53.22,3,29.5,0,1,7.47,0.043,0.465,0
31.5,20.14,9,18.06,4,3.2,1,0,2.25,0.366,0.435,0
24.1,44.71,22,41.24,4,8.3,1,1,5.7,0.472,0.299,0
19.4,6.99,17,49.54,2,7.5,0,2,4.72,0.171,0.03,0
9.1,63.0,4,25.52,2,24.3,1,0,1.96,0.24,0.176,1
22.8,58.41,16,37.16,1,15.5,1,1,4.6,0.405,0.106,0
4.4,74.15,3,50.43,2,6.3,1,1,1.79,0.545,0.174,0
16.5,25.8,7,45.93,2,28.7,0,1,1.34,0.264,0.349,1
13.0,27.57,7,30.68,1,21.2,0,0,0.97,0.386,0.357,0
2.7,63.94,3,23.95,1,31.5,0,0,7.87,0.545,0.675,1
18.2,65.3,10,20.68,0,27.5,0,2,5.88,0.361,0.075,0
8.2,69.28,2,36.99,2,19.0,0,1,3.42,0.011,0.082,0
17.8,65.77,8,44.78,1,3.6,1,0,9.04,0.844,0.147,0
5.7,48.94,5,36.78,1,4.3,0,1,9.16,0.517,0.408,0
24.3,36.72,12,26.08,2,31.0,1,0,1.92,0.622,0.244,0
39.2,58.23,18,45.85,1,38.8,1,0,3.14,0.603,0.437,0
4.4,37.05,2,36.13,0,14.0,0,0,6.73,0.372,0.079,0
5.7,46.9,6,24.35,1,87.1,1,0,3.18,0.174,0.322,0
3.7,38.13,2,20.73,2,7.0,0,1,8.95,0.265,0.221,0
11.2,49.8,5,33.49,0,26.3,1,0,1.51,0.373,0.525,0
17.6,67.36,7,32.13,0,22.2,0,0,1.68,0.213,0.375,1
21.8,38.71,6,32.45,0,27.4,1,3,3.17,0.282,0.251,0
16.3,35.98,11,61.45,1,10.8,0,2,0.54,0.193,0.342,1
21.3,43.09,13,44.01,0,5.6,1,0,3.48,0.434,0.091,0
12.6,23.78,2,41.45,0,10.4,0,0,5.43,0.603,0.044,0
8.1,56.95,5,30.02,3,4.2,0,0,2.99,0.563,0.523,0
5.8,47.1,3,44.74,3,2.4,0,0,3.76,0.19,0.214,0
11.6,44.36,7,30.78,0,23.1,1,0,5.16,0.457,0.054,0
6.0,50.92,3,66.46,0,85.1,0,0,0.89,0.158,0.252,0
17.3,18.47,7,60.78,4,22.0,0,0,9.41,0.412,0.107,1
6.0,70.21,3,18.56,0,2.9,0,0,8.19,0.578,0.455,1
8.9,35.65,1,24.19,0,14.7,0,0,2.15,0.196,0.511,0
27.8,38.25,11,62.0,0,18.5,0,1,3.92,0.517,0.067,0
29.6,60.57,10,34.58,2,26.6,0,0,9.35,0.129,0.198,0
29.0,56.0,21,44.1,0,29.9,1,1,4.07,0.201,0.479,0
12.8,80.98,6,31.6,3,4.4,1,1,3.75,0.221,0.128,0
8.4,27.63,4,5.0,0,7.9,1,1,7.89,0.326,0.431,0
19.2,28.12,14,20.44,1,15.7,0,1,3.47,0.359,0.221,0
6.2,23.47,3,42.99,2,0.1,1,0,2.7,0.542,0.328,0
22.6,47.4,10,37.29,0,4.4,0,0,2.28,0.489,0.176,1
7.8,40.13,6,33.42,0,62.9,0,0,5.33,0.332,0.046,0
11.2,32.48,5,37.39,2,8.8,1,1,1.35,0.515,0.26,0
22.9,43.82,11,19.88,0,27.4,1,2,0.81,0.585,0.267,1
2.0,26.42,3,17.67,2,12.8,1,0,1.59,0.528,0.436,0
8.1,72.83,4,8.81,0,140.6,0,1,7.25,0.532,0.312,1
17.5,32.41,8,39.33,1,46.3,0,0,5.68,0.546,0.211,0
20.3,34.72,12,52.69,1,6.8,0,1,5.42,0.413,0.407,0
18.0,5.0,7,51.51,2,32.5,0,0,3.14,0.482,0.637,0
11.1,15.38,7,54.26,0,16.1,1,1,5.59,0.558,0.427,0
24.5,34.42,11,8.04,1,7.3,0,2,2.71,0.601,0.366,1
5.6,39.5,4,31.05,1,14.5,0,1,3.09,0.207,0.317,1
5.4,57.95,5,45.2,0,8.1,0,0,2.68,0.587,0.306,0
17.4,18.08,9,38.48,1,4.0,0,1,0.3,0.273,0.029,0
5.1,53.14,4,32.14,3,12.6,1,0,8.74,0.423,0.061,0
40.1,56.24,23,50.56,2,11.1,1,1,2.86,0.265,0.079,0
8.3,57.19,3,65.54,1,7.6,0,0,1.78,0.195,0.469,1
24.2,63.64,17,13.11,2,19.3,1,0,0.88,0.626,0.366,0
4.2,24.09,4,60.4,1,2.7,0,1,9.39,0.479,0.041,0
34.7,54.74,14,32.49,0,72.5,0,0,7.96,0.128,0.268,0
13.5,76.77,9,39.83,2,4.8,0,0,1.15,0.324,0.306,0
8.1,70.2,2,35.24,1,19.0,1,0,2.71,0.451,0.038,0
10.5,79.06,9,20.53,1,10.3,0,0,3.91,0.559,0.089,1
7.0,49.34,4,40.47,2,0.2,1,1,1.53,0.579,0.314,0
11.2,34.35,7,45.57,4,4.8,1,1,9.64,0.24,0.129,0
4.5,5.0,1,28.84,1,16.0,0,0,1.08,0.553,0.348,0
8.3,22.63,6,6.45,1,8.6,0,3,3.64,0.344,0.115,0
23.9,35.54,7,40.2,3,36.2,1,1,2.92,0.339,0.81,0
15.6,38.79,10,55.91,1,22.4,0,0,5.56,0.31,0.28,0
5.5,30.75,3,36.43,2,3.4,0,1,4.1,0.384,0.419,1
11.5,51.11,6,29.45,0,54.7,1,0,4.64,0.061,0.166,0
29.8,48.51,14,50.45,2,5.5,1,3,0.81,0.37,0.21,0
9.1,45.74,4,34.51,2,1.3,0,0,3.14,0.069,0.21,1
5.0,59.14,2,32.03,0,13.3,0,3,6.49,0.32,0.463,1
19.8,36.55,11,35.33,2,11.5,0,0,1.38,0.902,0.251,0
1.1,64.73,0,32.03,2,13.5,1,0,5.55,0.131,0.095,1
10.7,23.33,7,36.1,1,1.5,0,0,3.66,0.188,0.244,0
31.6,39.54,19,42.8,2,7.0,0,0,6.9,0.012,0.116,0
11.2,50.73,3,55.68,1,51.0,0,1,2.85,0.337,0.265,0
25.5,10.46,11,5.25,0,31.8,0,0,3.65,0.745,0.127,0
4.9,35.93,3,30.84,3,3.2,0,0,2.44,0.585,0.386,0
10.9,57.81,3,58.66,3,6.8,0,0,2.87,0.225,0.111,0
10.1,37.31,5,32.09,0,27.5,0,0,1.86,0.556,0.15,0
19.1,12.19,9,54.65,1,39.0,0,0,1.9,0.663,0.617,0
14.0,29.03,5,40.86,0,3.0,1,1,5.24,0.715,0.182,0
34.5,20.79,18,58.8,4,18.2,1,3,1.11,0.118,0.185,0
8.7,53.93,2,42.37,0,11.6,0,0,3.66,0.198,0.392,0
13.9,47.11,5,55.69,5,13.3,0,1,4.27,0.325,0.178,1
10.4,16.89,4,42.74,0,31.5,1,1,1.56,0.567,0.081,0
13.2,15.52,7,54.74,1,18.0,1,1,2.67,0.368,0.171,0
12.3,31.95,2,64.25,4,16.3,0,0,2.09,0.334,0.166,0
6.1,45.56,2,48.26,0,9.6,0,0,1.32,0.187,0.166,0
23.0,32.91,12,52.26,2,7.8,0,0,4.37,0.522,0.349,0
7.6,51.3,3,28.89,2,26.1,0,3,4.16,0.196,0.223,1
7.1,50.68,4,38.03,2,49.3,0,0,1.54,0.444,0.557,1
2.9,54.58,2,18.61,0,0.5,0,0,7.54,0.307,0.442,0
8.5,19.56,3,45.66,0,12.9,0,0,2.65,0.516,0.373,0
7.5,40.04,3,50.46,4,16.7,1,3,2.61,0.677,0.461,0
1.5,64.36,0,20.94,0,6.7,0,0,3.44,0.436,0.131,1
11.1,32.91,0,64.44,2,1.8,1,0,3.95,0.634,0.187,0
33.4,30.36,15,32.28,4,3.7,0,0,2.39,0.391,0.145,0
3.5,36.21,1,52.71,0,24.6,0,2,1.99,0.117,0.363,1
13.0,35.76,9,33.73,2,4.9,0,2,6.25,0.333,0.206,1
10.9,47.19,5,34.49,1,10.1,0,0,4.5,0.196,0.597,0
20.9,34.53,9,5.0,1,0.3,0,0,4.12,0.686,0.439,0
22.0,8.64,10,38.15,1,3.7,0,0,3.28,0.343,0.339,0
50.3,66.34,21,21.82,1,33.9,1,0,3.11,0.324,0.222,0
16.0,54.12,9,49.7,0,15.0,0,0,3.26,0.908,0.46,0
6.6,47.68,5,26.42,1,2.1,0,0,5.3,0.217,0.372,0
8.3,43.3,3,28.75,1,1.7,0,1,2.14,0.458,0.308,0
9.0,39.19,4,37.87,0,50.7,1,0,10.34,0.266,0.105,0
7.7,30.6,5,51.37,1,9.3,0,0,0.72,0.362,0.243,0
39.0,11.2,14,40.31,2,29.1,0,2,0.69,0.619,0.285,0
21.3,74.29,12,32.29,0,11.5,0,0,2.98,0.375,0.262,0
18.9,45.38,9,46.18,2,2.6,0,0,4.8,0.084,0.352,0
5.1,16.0,2,43.24,1,14.9,0,1,2.9,0.804,0.186,0
21.8,26.53,15,31.52,1,2.1,0,0,4.75,0.411,0.327,0
28.3,50.48,15,5.0,1,39.8,0,0,1.81,0.526,0.639,0
11.1,50.12,5,58.43,1,1.0,0,0,4.27,0.299,0.569,1
8.2,31.54,6,29.02,1,24.1,0,0,7.66,0.431,0.199,0
35.0,25.6,26,49.26,2,75.9,0,0,9.32,0.248,0.033,0
7.3,34.7,6,46.15,1,43.4,0,1,3.43,0.213,0.819,0
6.7,10.27,0,17.96,0,47.4,0,1,5.18,0.464,0.577,1
5.7,36.44,1,30.1,2,5.9,0,1,2.93,0.251,0.28,1
12.5,36.63,8,13.46,1,12.6,0,2,6.67,0.201,0.179,0
16.0,72.48,7,16.7,3,5.3,0,4,3.52,0.536,0.311,1
25.8,36.89,16,34.74,2,23.3,1,0,2.51,0.302,0.098,0
19.5,49.55,11,45.02,2,21.3,0,0,3.9,0.837,0.422,0
19.3,73.77,8,58.25,3,7.0,0,0,2.02,0.567,0.305,0
31.3,25.79,16,36.8,0,10.5,0,2,1.1,0.661,0.256,0
5.5,33.76,2,20.28,1,9.6,0,0,2.72,0.431,0.153,0
3.3,35.29,4,38.96,1,23.9,1,0,7.75,0.088,0.579,0
20.2,14.86,5,37.19,1,0.4,0,0,5.33,0.092,0.173,0
12.0,40.29,6,36.78,2,51.9,0,1,0.73,0.306,0.244,0
25.8,65.94,12,40.89,2,3.0,0,3,3.85,0.588,0.162,0
12.9,60.22,12,69.52,1,7.6,0,2,5.12,0.587,0.106,1
8.0,66.28,4,46.58,0,1.0,0,0,1.47,0.61,0.327,1
20.4,33.59,11,15.72,2,11.6,0,2,11.43,0.305,0.153,0
14.2,24.67,4,39.59,3,26.7,1,2,2.05,0.487,0.192,0
12.9,85.61,1,14.64,0,30.7,0,0,3.95,0.485,0.285,0
56.3,48.87,24,45.86,2,9.0,1,1,10.86,0.297,0.4,0
29.7,15.98,13,38.31,2,9.6,1,0,9.47,0.266,0.265,0
22.3,91.09,10,19.02,4,8.3,1,0,2.36,0.454,0.137,0
14.5,43.38,16,33.81,0,5.0,0,1,0.56,0.919,0.11,0
13.6,5.0,2,36.86,2,25.1,1,0,5.8,0.436,0.374,0
10.4,71.18,6,65.7,0,44.8,1,2,11.09,0.232,0.314,0
15.6,5.0,10,14.31,1,10.4,0,1,0.62,0.474,0.204,1
8.9,50.19,4,39.98,0,25.5,1,0,8.73,0.311,0.193,0
4.4,60.16,2,40.81,0,13.4,0,1,5.15,0.506,0.119,0
12.8,57.27,7,33.32,2,2.7,0,0,8.53,0.635,0.36,0
16.6,73.01,9,33.21,1,14.3,1,2,6.29,0.24,0.421,0
25.9,63.31,11,22.96,0,6.2,1,1,4.29,0.281,0.297,0
6.7,78.42,1,43.79,0,22.1,1,0,3.1,0.542,0.358,0
13.7,43.33,11,31.3,0,11.9,0,0,7.71,0.238,0.04,0
19.4,37.55,13,29.27,2,22.6,0,1,3.07,0.61,0.275,0
19.1,38.76,13,50.35,2,13.1,1,0,2.84,0.755,0.129,0
37.7,69.73,12,49.09,1,28.6,0,1,3.4,0.383,0.398,1
10.6,33.49,7,55.88,2,117.9,0,0,2.01,0.464,0.249,0
6.2,60.25,2,30.01,0,39.4,1,0,4.67,0.214,0.58,0
14.4,29.52,9,62.74,1,24.6,0,1,5.61,0.346,0.415,0
11.0,29.85,4,23.01,0,5.6,0,1,2.12,0.271,0.283,1
9.6,66.32,3,30.0,1,16.9,0,1,0.38,0.047,0.086,1
8.5,52.86,0,9.11,2,20.1,1,1,9.94,0.051,0.252,0
16.6,6.13,9,17.78,1,26.4,0,0,5.37,0.173,0.487,0
7.6,29.63,3,57.24,1,4.3,0,4,3.29,0.445,0.271,0
22.3,5.0,7,24.12,2,14.6,1,0,8.55,0.185,0.369,0
21.5,38.24,8,44.14,0,12.4,0,0,8.86,0.425,0.178,0
17.7,40.08,9,11.46,0,6.1,1,2,1.67,0.439,0.138,1
5.5,36.47,2,36.1,1,15.5,0,1,4.81,0.706,0.265,0
16.1,66.72,14,5.0,1,48.0,0,0,4.78,0.635,0.126,0
27.0,52.43,10,25.94,0,29.3,0,0,1.62,0.727,0.159,0
23.4,89.39,18,45.62,1,16.3,1,0,0.84,0.134,0.476,1
21.2,54.61,7,51.36,1,26.2,0,0,3.92,0.526,0.259,1
13.5,54.95,6,45.52,1,31.1,0,0,7.06,0.443,0.188,1
13.1,49.9,8,66.57,0,25.7,0,0,3.23,0.351,0.324,0
30.0,40.16,11,33.78,1,39.4,1,0,1.26,0.294,0.493,0
16.4,33.31,4,42.92,1,30.0,0,0,6.24,0.602,0.111,0
16.6,40.77,8,38.97,0,35.2,0,1,4.98,0.509,0.105,0
66.8,41.6,36,54.99,2,14.6,0,0,1.42,0.528,0.056,0
10.4,43.3,7,44.14,1,14.0,0,1,1.77,0.388,0.13,0
1.3,56.45,1,39.61,1,8.9,0,0,3.25,0.304,0.217,0
11.7,50.4,5,65.34,1,13.6,1,0,5.16,0.58,0.548,0
12.2,35.7,10,25.71,1,23.9,0,0,2.87,0.146,0.193,1
16.3,31.71,4,49.44,2,7.5,0,2,5.33,0.652,0.161,0
19.0,49.04,6,38.59,1,5.1,0,1,4.0,0.181,0.125,0
1.6,28.32,0,12.64,0,42.6,0,0,1.72,0.476,0.191,0
19.3,37.32,8,36.72,0,0.6,0,2,3.47,0.518,0.134,0
12.7,35.44,7,50.76,2,54.6,0,1,1.63,0.321,0.342,0
10.8,88.67,7,37.47,3,38.0,0,0,2.94,0.5,0.711,0
2.7,22.06,2,20.36,1,21.5,0,1,7.86,0.105,0.462,1
34.2,30.73,18,38.04,1,28.5,0,2,3.19,0.545,0.226,0
9.5,35.0,3,5.0,1,18.3,0,0,3.58,0.569,0.264,0
21.4,36.86,14,50.45,0,17.0,1,0,3.54,0.077,0.116,0
6.6,63.0,4,19.38,2,20.9,0,3,0.78,0.149,0.175,1
16.8,40.42,9,48.78,1,0.1,1,0,7.07,0.588,0.379,0
10.9,21.16,4,40.83,0,36.0,1,1,2.82,0.076,0.018,0
20.9,70.76,9,7.68,4,33.9,0,0,4.24,0.209,0.229,0
10.6,49.75,6,34.25,0,13.3,0,0,4.56,0.196,0.101,0
6.4,52.57,3,33.06,1,5.4,0,0,4.94,0.482,0.182,0
13.2,56.72,12,24.92,2,8.1,1,0,11.94,0.401,0.054,0
12.7,22.82,11,49.49,2,11.1,0,1,1.16,0.561,0.501,1
16.0,44.88,12,6.65,3,3.5,0,0,1.22,0.111,0.253,0
25.3,59.78,12,20.1,1,18.7,0,0,5.44,0.734,0.185,0
5.2,33.48,2,35.2,1,3.3,1,0,4.61,0.638,0.194,0
24.5,50.52,5,64.16,0,23.0,0,0,9.47,0.202,0.432,1
4.5,54.78,3,54.77,0,16.6,0,0,3.42,0.452,0.172,0
20.4,18.72,11,30.53,1,36.1,1,0,2.35,0.364,0.165,0
20.8,26.42,13,27.46,2,10.2,0,0,7.09,0.771,0.224,0
9.1,5.0,5,58.09,0,47.3,1,1,1.97,0.11,0.234,0
6.9,49.08,2,51.77,1,21.2,1,0,1.39,0.517,0.338,0
6.6,78.93,0,35.17,0,0.0,0,1,11.16,0.208,0.39,0
14.1,32.54,7,51.54,0,11.5,0,1,1.44,0.474,0.187,1
21.7,41.53,7,54.59,3,68.2,0,0,2.86,0.516,0.127,0
11.9,63.24,5,29.45,5,64.7,0,0,1.87,0.805,0.283,1
1.1,49.79,1,42.55,2,17.0,1,1,3.27,0.273,0.361,0
8.6,27.47,4,11.88,0,21.7,0,0,0.71,0.875,0.389,0
8.3,72.47,6,45.94,2,5.4,1,0,6.16,0.326,0.124,0
18.9,48.55,5,41.29,0,7.8,0,0,5.81,0.358,0.373,0
19.6,40.82,13,32.08,0,10.1,1,1,7.58,0.44,0.231,0
14.9,42.31,7,21.73,0,10.7,0,0,0.23,0.109,0.348,0
24.5,55.64,18,21.24,0,24.5,1,0,3.7,0.17,0.146,0
25.7,33.96,10,58.96,1,1.6,1,1,3.84,0.634,0.224,0
9.0,73.29,7,55.63,0,0.9,0,0,0.11,0.609,0.183,0
6.5,67.66,4,77.37,0,14.7,1,0,6.16,0.396,0.237,0
12.6,45.15,6,19.92,1,17.3,1,0,3.62,0.7,0.346,0
14.9,46.11,7,40.86,1,9.8,1,0,7.61,0.583,0.358,0
8.6,29.77,3,30.05,0,27.5,1,1,3.33,0.616,0.347,0
72.0,33.53,39,19.69,3,3.7,0,2,4.74,0.26,0.153,0
32.9,24.56,24,44.05,0,94.1,0,0,10.16,0.357,0.049,0
8.0,41.33,6,63.12,0,8.6,0,0,2.84,0.343,0.245,1
5.4,46.12,3,40.24,2,8.1,0,0,10.28,0.193,0.034,0
7.5,16.38,5,47.52,1,10.0,0,1,3.14,0.48,0.465,0
26.0,57.4,6,61.04,1,36.2,1,2,5.46,0.399,0.29,0
26.5,29.32,13,32.06,1,5.0,0,1,1.25,0.409,0.33,0
33.2,52.41,18,26.81,2,12.2,0,1,5.04,0.602,0.355,0
6.3,59.53,2,58.16,1,6.2,0,2,2.14,0.423,0.242,1
18.9,68.53,9,31.41,0,0.9,1,0,3.44,0.226,0.404,0
6.8,64.75,2,63.46,7,9.2,0,0,1.14,0.386,0.19,1
37.8,74.82,22,42.78,5,1.6,0,1,3.21,0.608,0.12,0
6.5,59.68,3,40.98,1,70.3,0,0,3.69,0.517,0.196,1
4.3,48.02,1,48.18,4,3.0,0,0,2.16,0.765,0.039,0
5.1,36.49,3,29.81,1,83.3,0,2,3.99,0.245,0.072,1
13.2,42.85,3,32.03,3,12.3,1,1,10.76,0.531,0.091,0
21.5,74.33,5,24.14,1,3.6,1,2,1.69,0.411,0.57,0
20.6,41.44,12,24.11,0,6.2,0,1,3.41,0.383,0.299,0
5.3,44.91,1,24.34,1,9.8,1,0,1.04,0.416,0.182,0
9.8,71.57,6,44.52,1,22.7,0,0,5.36,0.443,0.263,0
8.8,40.8,5,36.87,0,25.0,1,1,13.18,0.145,0.424,0
4.6,30.69,2,37.85,4,4.9,1,0,3.49,0.348,0.221,0
8.7,65.4,1,23.96,3,4.4,1,1,4.18,0.815,0.453,0
32.2,30.1,20,58.2,1,48.9,0,0,2.81,0.656,0.174,0
4.0,52.27,1,62.03,0,12.0,0,1,4.04,0.371,0.16,0
15.6,49.12,6,36.17,1,8.9,1,1,1.94,0.282,0.529,0
32.7,50.68,16,38.78,3,19.7,0,0,7.39,0.393,0.316,1
31.6,5.0,14,54.94,0,15.9,0,0,1.01,0.469,0.428,0
39.0,59.05,28,57.32,0,45.0,0,0,2.85,0.287,0.191,0
16.7,43.93,13,50.26,0,3.5,0,0,2.82,0.586,0.056,0
18.5,56.09,12,52.97,1,12.0,0,0,3.74,0.009,0.245,1
8.8,54.01,6,22.49,0,4.5,1,0,10.76,0.266,0.247,0
4.0,50.69,4,26.99,2,2.3,0,1,2.71,0.349,0.017,0
11.9,37.85,7,67.71,1,6.8,0,0,9.79,0.296,0.246,0
28.2,38.05,15,38.68,2,1.4,1,0,4.12,0.633,0.178,0
1.1,44.02,0,37.77,0,18.5,0,0,12.4,0.236,0.189,0
9.1,48.09,5,58.95,1,38.1,0,0,5.43,0.538,0.264,1
19.8,37.37,6,28.35,3,7.2,0,1,5.09,0.043,0.415,1
13.4,61.97,6,45.29,0,20.0,1,0,7.16,0.2,0.096,0
30.5,39.1,22,67.03,1,2.8,1,3,1.25,0.411,0.487,0
26.3,27.36,13,29.73,1,5.4,1,0,5.58,0.405,0.114,0
3.5,55.71,3,17.29,1,22.5,0,0,6.46,0.427,0.091,0
14.2,78.86,8,23.72,2,50.4,0,1,12.96,0.383,0.146,1
7.1,23.98,4,31.5,1,0.4,0,1,1.19,0.813,0.473,0
7.1,42.74,1,26.46,2,20.6,1,0,4.95,0.522,0.13,0
3.8,64.15,3,43.85,0,24.4,1,0,5.69,0.111,0.497,1
16.0,55.26,8,38.62,2,18.2,0,1,5.03,0.513,0.459,0
30.9,56.18,16,64.87,0,11.2,0,0,5.86,0.644,0.13,0
17.0,45.55,7,37.21,0,88.5,1,0,4.13,0.267,0.371,0
3.5,5.0,3,43.59,1,6.4,0,0,2.62,0.585,0.71,0
12.8,49.64,3,39.52,0,12.6,0,0,1.74,0.78,0.094,0
19.2,51.72,4,48.62,1,22.4,0,0,3.41,0.905,0.82,1
12.1,65.27,7,26.54,2,0.0,0,1,2.63,0.634,0.264,0
16.8,31.48,9,32.3,1,9.0,0,0,15.76,0.504,0.482,0
7.6,75.29,1,57.6,2,10.0,1,0,3.57,0.424,0.068,0
11.0,39.41,9,49.21,1,0.2,0,1,8.93,0.358,0.278,0
10.5,36.31,3,53.66,1,0.5,0,1,6.28,0.138,0.351,0
34.7,32.03,20,32.9,4,89.5,0,2,4.52,0.875,0.198,0
5.4,63.83,0,60.89,1,2.3,1,2,1.8,0.431,0.522,0
1.3,25.27,0,29.51,2,5.4,0,0,1.79,0.538,0.087,0
33.2,56.37,15,29.86,3,3.0,0,0,6.57,0.678,0.01,0
14.6,30.46,7,37.13,2,14.4,1,1,2.45,0.53,0.126,0
4.4,44.21,5,59.25,0,26.6,0,0,1.2,0.277,0.056,1
24.8,17.56,17,28.7,1,1.6,0,3,1.7,0.776,0.279,0
20.1,59.14,7,18.89,1,17.6,0,1,1.69,0.369,0.149,0
38.4,42.3,22,57.94,0,8.7,0,0,1.36,0.396,0.4,0
15.4,55.03,7,27.94,1,13.5,0,1,4.51,0.647,0.26,0
56.4,41.78,34,55.42,2,6.2,0,0,2.44,0.623,0.352,0
12.2,54.5,7,27.98,2,39.9,0,1,2.63,0.134,0.06,0
20.1,44.17,3,35.12,3,12.0,0,0,3.31,0.348,0.12,0
22.1,58.33,11,62.68,0,3.5,0,2,4.32,0.675,0.109,0
9.4,54.61,4,58.58,0,31.4,0,0,0.92,0.536,0.177,0
9.2,48.53,6,60.79,2,27.9,0,1,6.46,0.255,0.465,1
22.4,28.8,14,31.95,0,13.3,1,0,5.28,0.54,0.512,0
4.0,37.13,2,43.24,2,25.6,0,1,1.73,0.128,0.175,0
7.1,31.1,4,45.89,5,18.4,0,0,2.16,0.361,0.375,0
11.9,70.72,7,48.87,1,3.6,0,1,4.92,0.579,0.297,0
37.6,59.05,20,39.1,2,145.5,0,0,1.57,0.261,0.196,0
22.4,45.68,10,61.2,1,29.6,1,0,7.47,0.761,0.153,0
14.1,34.88,8,20.34,0,22.0,0,1,6.16,0.282,0.37,0
8.7,30.78,5,55.51,1,35.6,1,1,1.36,0.081,0.573,0
47.5,47.2,17,41.86,1,52.7,0,0,4.57,0.337,0.293,0
12.7,78.18,6,82.85,3,17.2,1,0,5.32,0.057,0.219,1
7.1,45.11,5,37.66,2,17.8,0,1,6.55,0.521,0.11,0
53.4,66.63,31,21.12,1,0.5,0,0,0.92,0.383,0.328,0
